[4/22/23 05:09AM] Xtc used command ::home | Player rights = PLAYER	
[4/23/23 04:39AM] Xtc used command ::claimvote | Player rights = OBSIDIAN_DONATOR	
[4/23/23 04:39AM] Xtc used command ::claimvotes | Player rights = OBSIDIAN_DONATOR	
[4/23/23 04:40AM] Xtc used command ::yell selling 6x6 aoe pm me | Player rights = OBSIDIAN_DONATOR	
[4/23/23 04:41AM] Xtc used command ::reward 1 all | Player rights = OBSIDIAN_DONATOR	
[4/23/23 04:53AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 04:54AM] Xtc used command ::yell buying bonds/scrolls 50k/$1 | Player rights = OBSIDIAN_DONATOR	
[4/23/23 04:54AM] Xtc used command ::claimvotes | Player rights = OBSIDIAN_DONATOR	
[4/23/23 04:54AM] Xtc used command ::claimvote | Player rights = OBSIDIAN_DONATOR	
[4/23/23 04:56AM] Xtc used command ::donate | Player rights = OBSIDIAN_DONATOR	
[4/23/23 04:57AM] Xtc used command ::yell buying prosperous 3m | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:00AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:01AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:03AM] Xtc used command ::yell anyone selling coll attachment | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:04AM] Xtc used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:05AM] Xtc used command ::ninetales | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:05AM] Xtc used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:05AM] Xtc used command ::yell selling 6x6 aoe | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:05AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:10AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:17AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:22AM] Xtc used command ::yell selling 6x6 aoe pm | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:27AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:28AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:31AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:34AM] Xtc used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:35AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:39AM] Xtc used command ::maxhit | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:39AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:56AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:56AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 05:59AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:04AM] Xtc used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:05AM] Xtc used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:05AM] Xtc used command ::meruem | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:05AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:06AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:06AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:07AM] Xtc used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:27AM] Xtc used command ::yell anyone wanna buy cheap 5m str sword | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:34AM] Xtc used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:35AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:42AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:03AM] Xtc used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:05AM] Xtc used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:05AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:44AM] Xtc used command ::yell anyone wanna buy fazula book | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:53AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:54AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:55AM] Xtc used command ::Yell buying death halo  | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:00AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:01AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:04AM] Xtc used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:05AM] Xtc used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:05AM] Xtc used command ::meruem | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:05AM] Xtc used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:06AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:06AM] Xtc used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:07AM] Xtc used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:07AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:11AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:15AM] Xtc used command ::donate | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:15AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:19AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:20AM] Xtc used command ::Yell buying godly pot 1.5m ea | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:24AM] Xtc used command ::maxhit | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:26AM] Xtc used command ::yell selling bow hmu w offers | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:30AM] Xtc used command ::yell legit only head and bow drops lol | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:31AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:33AM] Xtc used command ::yell selling deathbringer bow pm me | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:38AM] Xtc used command ::Bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:38AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:39AM] Xtc used command ::yell buying godly pots 1.5m ea | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:39AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:40AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:45AM] Xtc used command ::yell selling deathbringer bow pm | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:48AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:50AM] Xtc used command ::yell buying owner helm/neck/ring/halo pm | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:58AM] Xtc used command ::yell buying godly pots 1.5m ea | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:58AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:00AM] Xtc used command ::yell selling deathbringer pm offers | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:00AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:04AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:07AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:09AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:09AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:09AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:10AM] Xtc used command ::YELL IT ROLLED 6X6 AOE | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:11AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:15AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:16AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:20AM] Xtc used command ::yell selling new bows pm me | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:21AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:26AM] Xtc used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:26AM] Xtc used command ::Yell selling new bow pm me | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:26AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:29AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:36AM] Xtc used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:37AM] Xtc used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:37AM] Xtc used command ::reward 1 all | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:37AM] Xtc used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:38AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:39AM] Xtc used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:39AM] Xtc used command ::yell selling new bow pm me | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:41AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:42AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:42AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:42AM] Xtc used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:44AM] Xtc used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:44AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:45AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:45AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:46AM] Xtc used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:46AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:49AM] Xtc used command ::yell selling new bow pm me | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:51AM] Xtc used command ::poa | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:51AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:51AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:52AM] Xtc used command ::yell glgl | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:54AM] Xtc used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:55AM] Xtc used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:55AM] Xtc used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:56AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:56AM] Xtc used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:57AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:01AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:03AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:04AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:04AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:05AM] Xtc used command ::yell selling new bow pm me | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:05AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/26/23 01:25AM] Xtc used command ::home | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:26AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:28AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:29AM] Xtc used command ::battlepass | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:30AM] Xtc used command ::donate | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:31AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:32AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:32AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:33AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:34AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:35AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:35AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:35AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:36AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:36AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:36AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:37AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:37AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:37AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:38AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:38AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:38AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:39AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:39AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:39AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:41AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:41AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:42AM] Xtc used command ::yell no update log? | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:43AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:43AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:44AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:45AM] Xtc used command ::yell hosting aoe 6x6 raids if anyone wants fast runs | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:48AM] Xtc used command ::yell 6x6 aoe under 500 elo raid on me anyone wanna join | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:51AM] Xtc used command ::battlepass | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:51AM] Xtc used command ::battlepass | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:52AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:53AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:54AM] Xtc used command ::poa | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:54AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:54AM] Xtc used command ::yell selling 73 dr | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:54AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:55AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:57AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:58AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 01:59AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:11AM] Xtc used command ::home | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:12AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:12AM] Xtc used command ::home | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:13AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:14AM] Xtc used command ::home | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:14AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:15AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:16AM] Xtc used command ::home | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:16AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:19AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:19AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:19AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:20AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:20AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:20AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:22AM] Xtc used command ::yell selling 73% dr pm me cheapish | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:22AM] Xtc used command ::Yell also selling owner boots | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:22AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:22AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:24AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:24AM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/26/23 02:26AM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
