[4/20/23 07:34PM] Login. ip: 24.158.251.94, mac: Default string20210411160405.000000-300, uuid: E0-D5-5E-A0-B0-3F	
[4/20/23 07:34PM] (CC) Help. Said: Why no veteran iron	
[4/20/23 07:35PM] Picked up gr.Item Blurite Boots, amount: 1	
[4/21/23 12:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 01:00PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 01:00PM] Picked up gr.Item Coin, amount: 5000	
[4/21/23 01:00PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 01:01PM] Picked up gr.Item Coin, amount: 5000	
[4/21/23 01:01PM] (CC) Help. Said: /lunite is zog	
[4/21/23 01:01PM] Picked up gr.Item Coin, amount: 5000	
[4/21/23 01:01PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 01:02PM] Picked up gr.Item Coin, amount: 5000	
[4/21/23 01:02PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 01:02PM] (CC) Help. Said: ?	
[4/21/23 01:02PM] Picked up gr.Item Coin, amount: 5000	
[4/21/23 01:02PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 01:02PM] (CC) Help. Said: Viagra is up	
[4/21/23 01:03PM] GLOBAL_BOSS|2141,5016,8|Said: Why does this shit say i have 0 kc here	
[4/21/23 01:03PM] GLOBAL_BOSS|2141,5016,8|Said: So ill stay at 0 kc then	
[4/21/23 01:03PM] GLOBAL_BOSS|2141,5016,8|Said: Lol	
[4/21/23 01:04PM] GLOBAL_BOSS|2141,5016,8|Said: Nice	
[4/21/23 01:04PM] GLOBAL_BOSS|2141,5016,8|Said: A q p	
[4/21/23 01:04PM] GLOBAL_BOSS|2141,5016,8|Said:      w	
[4/21/23 01:04PM] GLOBAL_BOSS|2141,5016,8|Said: ?	
[4/21/23 01:04PM] GLOBAL_BOSS|2141,5016,8|Said: A q p	
[4/21/23 01:04PM] GLOBAL_BOSS|2141,5016,8|Said: ....>w	
[4/21/23 01:04PM] GLOBAL_BOSS|2141,5016,8|Said: ?	
[4/21/23 01:04PM] GLOBAL_BOSS|2141,5016,8|Said: Ffs	
[4/21/23 01:04PM] GLOBAL_BOSS|2141,5016,8|Said: A q p	
[4/21/23 01:04PM] GLOBAL_BOSS|2141,5016,8|Said: ....>w	
[4/21/23 01:04PM] Picked up gr.Item Coin, amount: 1424475	
[4/21/23 01:04PM] Picked up gr.Item Lava bones, amount: 25	
[4/21/23 01:05PM] (CC) Help. Said: All to voteboss	
[4/21/23 01:05PM] Player dropping item: Vial, amount: 1	
[4/21/23 01:05PM] Player dropping item: Vial, amount: 1	
[4/21/23 01:05PM] VBOSS|2980,2775,0|Said: Looking for sexy locals in your area?	
[4/21/23 01:05PM] VBOSS|2983,2776,0|Said: Are you still jerking off?	
[4/21/23 01:06PM] VBOSS|2976,2771,0|Said: Nice	
[4/21/23 01:06PM] VBOSS|2981,2779,0|Said: V0te	
[4/21/23 01:08PM] VBOSS|2977,2777,0|Said: ?	
[4/21/23 01:08PM] (CC) Help. Said: /vote pls	
[4/21/23 01:09PM] VBOSS|2980,2778,0|Said: ?	
[4/21/23 01:09PM] VBOSS|2980,2778,0|Said: ??	
[4/21/23 01:09PM] VBOSS|2980,2778,0|Said: ?	
[4/21/23 01:11PM] VBOSS|2982,2775,0|Said:  vote boss (level-999)	
[4/21/23 01:11PM] VBOSS|2982,2775,0|Said: Gg	
[4/21/23 01:11PM] VBOSS|2982,2775,0|Said:  vote boss (arago) - (level-9199)	
[4/21/23 01:11PM] VBOSS|2981,2776,0|Said: Nobody got one vote	
[4/21/23 01:11PM] VBOSS|2981,2776,0|Said: The fuck	
[4/21/23 01:12PM] VBOSS|2980,2774,0|Said: <f><col=ff0000> sdddddddddddddddddddddddddddddddddddddddddddddddddddddd	
[4/21/23 01:12PM] VBOSS|2980,2774,0|Said: '	
[4/21/23 01:12PM] VBOSS|2980,2774,0|Said: <f><col=ff0000>yamaha has just recieved owner jewellery goodie bag!	
[4/21/23 01:12PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/21/23 01:12PM] Picked up gr.Item Vote scroll, amount: 3	
[4/21/23 01:12PM] Has just redeemed a $1 Scroll successfully!	
[4/21/23 01:13PM] VBOSS|2981,2774,0|Said: L00l0l	
[4/21/23 01:13PM] VBOSS|2981,2774,0|Said: L0000000000000l	
[4/21/23 01:14PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/21/23 01:14PM] Picked up gr.Item Vote scroll, amount: 3	
[4/21/23 01:14PM] VBOSS|2979,2777,0|Said: 1 more	
[4/21/23 01:14PM] Has just redeemed a $1 Scroll successfully!	
[4/21/23 01:14PM] VBOSS|2980,2774,0|Said: 1 more	
[4/21/23 01:14PM] (CC) Help. Said: 1 more if you love jesus owner	
[4/21/23 01:14PM] VBOSS|2980,2774,0|Said: <f><col=ff0000>you have a funny feeling that your dad isn't your dad.....	
[4/21/23 01:14PM] VBOSS|2980,2774,0|Said: ;	
[4/21/23 01:15PM] VBOSS|2979,2774,0|Said: Cap	
[4/21/23 01:15PM] VBOSS|2979,2774,0|Said: <img=2><f><col=000000>you are not the father.	
[4/21/23 01:15PM] VBOSS|2979,2776,0|Said: <img=3>	
[4/21/23 01:16PM] (CC) Help. Said: How do i z oom out	
[4/21/23 01:19PM] Picked up gr.Item Coin, amount: 13000	
[4/21/23 01:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 01:20PM] Player dropping item: Vial, amount: 1	
[4/21/23 01:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 01:20PM] Picked up gr.Item Coin, amount: 900	
[4/21/23 01:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 01:21PM] Picked up gr.Item Coin, amount: 900	
[4/21/23 01:25PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 01:26PM] TRAINING_ROCK_CRAB|2710,4748,28|Said: One day ull be as strong as me babe	
[4/21/23 01:27PM] Picked up gr.Item Coin, amount: 1000	
[4/21/23 01:27PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 01:27PM] Picked up gr.Item Coin, amount: 1000	
[4/21/23 01:27PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 01:27PM] Picked up gr.Item Coin, amount: 3000	
[4/21/23 01:27PM] Picked up gr.Item Coin, amount: 1000	
[4/21/23 01:27PM] Picked up gr.Item Lava bones, amount: 4	
[4/21/23 01:27PM] (CC) Help. Said: Love this fuckin passive loot shit	
[4/21/23 01:28PM] (CC) Help. Said: How games should be	
[4/21/23 01:28PM] (CC) Help. Said: I wouldnt mind still cookie	
[4/21/23 01:28PM] (CC) Help. Said: Free shit is still pog	
[4/21/23 01:29PM] (CC) Help. Said: Is 18% dr on a wep worth using over a wep x2 stronger with no mod?	
[4/21/23 01:29PM] (CC) Help. Said: Mod, or na?	
[4/21/23 01:29PM] (CC) Help. Said: Can u add perks to weps?	
[4/21/23 01:29PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 01:29PM] Picked up gr.Item Lava bones, amount: 3	
[4/21/23 01:33PM] (CC) Help. Said: Any owner on?	
[4/21/23 01:33PM] GLOBAL_BOSS|2142,5017,8|Said: Ahmen	
[4/21/23 01:34PM] GLOBAL_BOSS|2142,5017,8|Said: What is a gay guys favorite part of church?	
[4/21/23 01:34PM] GLOBAL_BOSS|2142,5017,8|Said: Ahh men	
[4/21/23 01:34PM] GLOBAL_BOSS|2142,5017,8|Said: Kiddin	
[4/21/23 01:34PM] Picked up gr.Item Coin, amount: 1580541	
[4/21/23 01:34PM] Picked up gr.Item Lava bones, amount: 25	
[4/21/23 01:34PM] GLOBAL_BOSS|2143,5020,8|Said: Suh	
[4/21/23 01:36PM] DEFAULT|2012,4439,0|Said: Hey	
[4/21/23 01:36PM] DEFAULT|2012,4439,0|Said: Can u see my inventory	
[4/21/23 01:36PM] DEFAULT|2010,4438,0|Said: Why cant i xfer the perks from thatone whip	
[4/21/23 01:36PM] DEFAULT|2010,4438,0|Said: To the other	
[4/21/23 01:36PM] DEFAULT|2010,4438,0|Said: Breh	
[4/21/23 01:36PM] DEFAULT|2010,4438,0|Said: I did	
[4/21/23 01:37PM] DEFAULT|2010,4438,0|Said: And i had 18% dr on the whip	
[4/21/23 01:37PM] DEFAULT|2010,4438,0|Said: Now it say 0*	
[4/21/23 01:37PM] DEFAULT|2010,4438,0|Said: Wtf	
[4/21/23 01:37PM] DEFAULT|2010,4438,0|Said: Xd	
[4/21/23 01:37PM] DEFAULT|2010,4438,0|Said: It legit says "drop rate low 	
[4/21/23 01:37PM] DEFAULT|2010,4438,0|Said: K sec	
[4/21/23 01:37PM] Login. ip: 24.158.251.94, mac: Default string20210411160405.000000-300, uuid: E0-D5-5E-A0-B0-3F	
[4/21/23 01:37PM] DEFAULT|2010,4438,0|Said: Why does it say i cannot do it	
[4/21/23 01:37PM] DEFAULT|2010,4438,0|Said: D:	
[4/21/23 01:38PM] DEFAULT|2010,4438,0|Said: I got them from imperial box	
[4/21/23 01:38PM] DEFAULT|2010,4438,0|Said: Tw	
[4/21/23 01:38PM] DEFAULT|2010,4438,0|Said: Ye	
[4/21/23 01:38PM] DEFAULT|2010,4438,0|Said: How else do i obtain perks on items?	
[4/21/23 01:39PM] DEFAULT|2010,4438,0|Said: Aaaa	
[4/21/23 01:39PM] DEFAULT|2010,4438,0|Said: Ok ok	
[4/21/23 01:39PM] DEFAULT|2010,4438,0|Said: Tysm brother	
[4/21/23 01:39PM] DEFAULT|2010,4438,0|Said: For the clarification	
[4/21/23 01:39PM] DEFAULT|2010,4438,0|Said: Yes daddy	
[4/21/23 01:39PM] DEFAULT|2010,4438,0|Said: Suh&	
[4/21/23 01:39PM] DEFAULT|2711,4752,28|Said: Ily	
[4/21/23 01:42PM] Picked up gr.Item Coin, amount: 3000	
[4/21/23 01:43PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 01:43PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 01:43PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 01:44PM] Picked up gr.Item Coin, amount: 4500	
[4/21/23 01:44PM] Picked up gr.Item Coin, amount: 6000	
[4/21/23 01:45PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 01:46PM] TRAINING_ROCK_CRAB|2707,4759,32|Said:  /9999	
[4/21/23 01:46PM] (CC) Help. Said: 9999	
[4/21/23 01:48PM] Picked up gr.Item Coin, amount: 6000	
[4/21/23 01:49PM] Picked up gr.Item Coin, amount: 6000	
[4/21/23 01:50PM] Picked up gr.Item Coin, amount: 3000	
[4/21/23 02:12PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:12PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:12PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:12PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:13PM] Picked up gr.Item Coin, amount: 6000	
[4/21/23 02:13PM] Picked up gr.Item Lava bones, amount: 4	
[4/21/23 02:13PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:13PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:13PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:13PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:14PM] Picked up gr.Item Coin, amount: 3000	
[4/21/23 02:14PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:16PM] Picked up gr.Item Coin, amount: 7500	
[4/21/23 02:16PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:17PM] Picked up gr.Item Coin, amount: 4500	
[4/21/23 02:17PM] Picked up gr.Item Lava bones, amount: 4	
[4/21/23 02:17PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:17PM] Picked up gr.Item Coin, amount: 3000	
[4/21/23 02:17PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 02:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:18PM] Picked up gr.Item Coin, amount: 4500	
[4/21/23 02:20PM] Player dropping item: Vial, amount: 1	
[4/21/23 02:20PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:20PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 02:21PM] Picked up gr.Item Coin, amount: 3000	
[4/21/23 02:21PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 02:21PM] Picked up gr.Item Coin, amount: 3000	
[4/21/23 02:21PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 02:21PM] Picked up gr.Item Coin, amount: 4500	
[4/21/23 02:21PM] Picked up gr.Item Lava bones, amount: 3	
[4/21/23 02:21PM] Picked up gr.Item Coin, amount: 6000	
[4/21/23 02:21PM] Picked up gr.Item Lava bones, amount: 5	
[4/21/23 02:21PM] (CC) Help. Said: We not	
[4/21/23 02:22PM] Picked up gr.Item Coin, amount: 3000	
[4/21/23 02:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:22PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:22PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:22PM] Picked up gr.Item Coin, amount: 3000	
[4/21/23 02:22PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 02:22PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:22PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:22PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 02:22PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 02:22PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:22PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:23PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:23PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:23PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:23PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 02:23PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:23PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:23PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:24PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:24PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:24PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 02:24PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:24PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:24PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:24PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:24PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 02:24PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:24PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 02:24PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:25PM] Picked up gr.Item Coin, amount: 3000	
[4/21/23 02:25PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 02:25PM] Picked up gr.Item Lava bones, amount: 3	
[4/21/23 02:25PM] Picked up gr.Item Coin, amount: 3000	
[4/21/23 02:25PM] Picked up gr.Item Coin, amount: 3000	
[4/21/23 02:25PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 02:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:25PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:25PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:25PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:26PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:26PM] Picked up gr.Item Coin, amount: 3000	
[4/21/23 02:26PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:26PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 02:26PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:29PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:29PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 02:29PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:29PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:29PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:29PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:30PM] TRAINING_ROCK_CRAB|2710,4748,36|Said:  	
[4/21/23 02:31PM] TRAINING_ROCK_CRAB|2710,4748,36|Said:  	
[4/21/23 02:31PM] TRAINING_ROCK_CRAB|2710,4748,36|Said:  	
[4/21/23 02:31PM] TRAINING_ROCK_CRAB|2710,4748,36|Said:  	
[4/21/23 02:31PM] TRAINING_ROCK_CRAB|2710,4748,36|Said:  	
[4/21/23 02:31PM] TRAINING_ROCK_CRAB|2710,4748,36|Said:  	
[4/21/23 02:31PM] TRAINING_ROCK_CRAB|2710,4748,36|Said:  	
[4/21/23 02:31PM] TRAINING_ROCK_CRAB|2710,4748,36|Said:  	
[4/21/23 02:31PM] TRAINING_ROCK_CRAB|2710,4748,36|Said:  	
[4/21/23 02:32PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:32PM] Picked up gr.Item Lava bones, amount: 5	
[4/21/23 02:32PM] Picked up gr.Item Coin, amount: 6000	
[4/21/23 02:32PM] Picked up gr.Item Lava bones, amount: 4	
[4/21/23 02:32PM] Picked up gr.Item Coin, amount: 4500	
[4/21/23 02:32PM] Picked up gr.Item Lava bones, amount: 4	
[4/21/23 02:32PM] GLOBAL_BOSS|2140,5019,8|Said: Yessssirrr	
[4/21/23 02:32PM] GLOBAL_BOSS|2140,5019,8|Said: Damage multiplier 1.1x	
[4/21/23 02:32PM] GLOBAL_BOSS|2140,5019,8|Said: We take those	
[4/21/23 02:33PM] Picked up gr.Item Coin, amount: 1578240	
[4/21/23 02:33PM] Picked up gr.Item Lava bones, amount: 25	
[4/21/23 02:34PM] Picked up gr.Item Coin, amount: 4341752	
[4/21/23 02:34PM] Picked up gr.Item Lava bones, amount: 80	
[4/21/23 02:35PM] Picked up gr.Item Lava bones, amount: 100	
[4/21/23 02:35PM] Picked up gr.Item $1 Scroll, amount: 1	
[4/21/23 02:35PM] GLOBAL_BOSS|2142,5017,0|Said: Gl all irons only	
[4/21/23 02:35PM] GLOBAL_BOSS|2141,5017,0|Said: ;)	
[4/21/23 02:35PM] Picked up gr.Item Lava bones, amount: 300	
[4/21/23 02:35PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/21/23 02:35PM] Has just redeemed a $1 Scroll successfully!	
[4/21/23 02:35PM] GLOBAL_BOSS|2145,5016,0|Said: W	
[4/21/23 02:36PM] Picked up gr.Item Coin, amount: 4500	
[4/21/23 02:37PM] Picked up gr.Item Coin, amount: 4500	
[4/21/23 02:37PM] Picked up gr.Item Coin, amount: 6000	
[4/21/23 02:40PM] Picked up gr.Item Coin, amount: 3000	
[4/21/23 02:40PM] Player dropping item: Revenant Boots, amount: 1	
[4/21/23 02:40PM] Picked up gr.Item Revenant Boots, amount: 1	
[4/21/23 02:40PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 02:40PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 02:41PM] Player dropping item: Vial, amount: 1	
[4/21/23 02:44PM] Picked up gr.Item Zinq boots, amount: 1	
[4/21/23 02:45PM] Attempted to redeem a Donator rank ticket, but was already a member! (Unsuccessful)	
[4/21/23 02:45PM] Attempted to redeem a Donator rank ticket, but was already a member! (Unsuccessful)	
[4/21/23 02:45PM] Attempted to redeem a Donator rank ticket, but was already a member! (Unsuccessful)	
[4/21/23 02:46PM] Attempted to redeem a Donator rank ticket, but was already a member! (Unsuccessful)	
[4/21/23 02:46PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 02:47PM] Picked up gr.Item Coin, amount: 6000	
[4/21/23 02:49PM] Picked up gr.Item Coin, amount: 4000	
[4/21/23 02:51PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 02:51PM] Picked up gr.Item Lava bones, amount: 4	
[4/21/23 02:51PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 02:51PM] Picked up gr.Item Lava bones, amount: 4	
[4/21/23 02:51PM] Picked up gr.Item Coin, amount: 6000	
[4/21/23 02:51PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:52PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 02:52PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 02:52PM] Picked up gr.Item Lava bones, amount: 4	
[4/21/23 02:52PM] Picked up gr.Item Coin, amount: 8000	
[4/21/23 02:52PM] Picked up gr.Item Lava bones, amount: 5	
[4/21/23 02:52PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 02:52PM] Picked up gr.Item Coin, amount: 8000	
[4/21/23 02:52PM] Picked up gr.Item Lava bones, amount: 6	
[4/21/23 02:53PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 02:53PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 02:53PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 02:55PM] Picked up gr.Item Coin, amount: 8000	
[4/21/23 02:55PM] Picked up gr.Item Zinq helm, amount: 1	
[4/21/23 02:55PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 02:55PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 02:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:56PM] Player dropping item: Starter Defender, amount: 1	
[4/21/23 02:56PM] Picked up gr.Item Starter Defender, amount: 1	
[4/21/23 02:56PM] Player dropping item: Starter Defender, amount: 1	
[4/21/23 02:59PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 02:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:59PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 02:59PM] Picked up gr.Item Zinq helm, amount: 1	
[4/21/23 02:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 02:59PM] Picked up gr.Item Zinq helm, amount: 1	
[4/21/23 02:59PM] Picked up gr.Item Coin, amount: 4000	
[4/21/23 03:00PM] Picked up gr.Item Lava bones, amount: 4	
[4/21/23 03:00PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:00PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 03:00PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 03:01PM] Picked up gr.Item Lava bones, amount: 3	
[4/21/23 03:05PM] Player dropping item: Vial, amount: 1	
[4/21/23 03:05PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 03:05PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:05PM] Picked up gr.Item Coin, amount: 4000	
[4/21/23 03:05PM] Picked up gr.Item Lava bones, amount: 3	
[4/21/23 03:06PM] Picked up gr.Item Coin, amount: 4000	
[4/21/23 03:07PM] VBOSS|2979,2773,0|Said: <f><col=ff0000>you have recieved 1x owner jewellery goodiebag from vote boss!	
[4/21/23 03:07PM] Picked up gr.Item Vote scroll, amount: 3	
[4/21/23 03:07PM] Picked up gr.Item $1 Scroll, amount: 10	
[4/21/23 03:07PM] VBOSS|2979,2774,0|Said: L0l	
[4/21/23 03:07PM] Has just redeemed a $1 Scroll successfully!	
[4/21/23 03:07PM] (CC) Help. Said: Another vb pls	
[4/21/23 03:07PM] (CC) Help. Said: /we won	
[4/21/23 03:08PM] (CC) Help. Said: ::train	
[4/21/23 03:08PM] Picked up gr.Item Coin, amount: 4000	
[4/21/23 03:08PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:09PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 03:09PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 03:09PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 03:09PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:20PM] Picked up gr.Item Lava bones, amount: 4	
[4/21/23 03:20PM] Player dropping item: Vial, amount: 1	
[4/21/23 03:21PM] Picked up gr.Item Zinq body, amount: 1	
[4/21/23 03:21PM] Picked up gr.Item Lava bones, amount: 5	
[4/21/23 03:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:24PM] Picked up gr.Item Coin, amount: 8000	
[4/21/23 03:25PM] Picked up gr.Item Coin, amount: 8000	
[4/21/23 03:25PM] Picked up gr.Item Lava bones, amount: 8	
[4/21/23 03:28PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 03:28PM] Picked up gr.Item Coin, amount: 10000	
[4/21/23 03:28PM] Picked up gr.Item Lava bones, amount: 4	
[4/21/23 03:29PM] Picked up gr.Item Lava bones, amount: 4	
[4/21/23 03:29PM] Picked up gr.Item Coin, amount: 6000	
[4/21/23 03:29PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 03:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:30PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 03:30PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 03:30PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 03:30PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 03:31PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 03:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:31PM] Picked up gr.Item Coin, amount: 4000	
[4/21/23 03:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:31PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 03:31PM] Picked up gr.Item Coin, amount: 4000	
[4/21/23 03:31PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 03:31PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 03:31PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 03:33PM] Player dropping item: Vial, amount: 1	
[4/21/23 03:33PM] Player dropping item: Vial, amount: 1	
[4/21/23 03:33PM] GLOBAL_BOSS|2142,5015,8|Said: ?	
[4/21/23 03:34PM] Picked up gr.Item Coin, amount: 3814760	
[4/21/23 03:34PM] Picked up gr.Item Lava bones, amount: 80	
